Device: USB-1408FS-Plus,,,,
Serial Number: 18FB9D0,,,,
Channel Count: 3,,,,
Sample Count: 31250,,,,
Start Time: 6/25/2018 1:33:59 PM,,,,
Sampling Interval: 0.0005,,,,
Time,Height (mm),SLS Voltag (V),Applied Vo (V),LS Resistance (ohms)
14.0415,27.834,5.617,11.801,290.4781048
14.042,27.535,5.617,11.801,290.4781048
14.0425,27.834,5.619,11.801,290.6755419
14.043,27.834,5.617,11.804,290.3372555
14.0435,27.834,5.617,11.804,290.3372555
14.044,27.535,5.614,11.801,290.1821885
14.0445,27.834,5.617,11.804,290.3372555
14.045,27.834,5.617,11.801,290.4781048
14.0455,27.834,5.617,11.804,290.3372555
14.046,27.535,5.617,11.804,290.3372555
14.0465,27.834,5.617,11.801,290.4781048
14.047,27.834,5.617,11.801,290.4781048
14.0475,27.834,5.617,11.801,290.4781048
14.048,27.235,5.617,11.804,290.3372555
14.0485,27.535,5.617,11.804,290.3372555
14.049,27.834,5.617,11.804,290.3372555
14.0495,27.834,5.617,11.801,290.4781048
14.05,27.535,5.617,11.804,290.3372555
14.0505,27.834,5.619,11.801,290.6755419
14.051,27.834,5.617,11.804,290.3372555
14.0515,27.535,5.617,11.801,290.4781048
14.052,27.535,5.617,11.804,290.3372555
14.0525,27.235,5.617,11.801,290.4781048
14.053,27.834,5.617,11.801,290.4781048
14.0535,27.834,5.617,11.804,290.3372555
14.054,27.834,5.617,11.801,290.4781048
14.0545,27.535,5.617,11.801,290.4781048
14.055,27.834,5.617,11.804,290.3372555
14.0555,27.535,5.617,11.804,290.3372555
14.056,27.535,5.617,11.801,290.4781048
14.0565,27.235,5.617,11.801,290.4781048
14.057,27.235,5.617,11.804,290.3372555
14.0575,27.535,5.617,11.804,290.3372555
14.058,27.535,5.617,11.804,290.3372555
14.0585,27.235,5.617,11.801,290.4781048
14.059,27.535,5.614,11.804,290.0415509
14.0595,27.834,5.617,11.801,290.4781048
14.06,27.235,5.617,11.801,290.4781048
14.0605,27.235,5.614,11.804,290.0415509
14.061,27.235,5.617,11.804,290.3372555
14.0615,27.535,5.617,11.801,290.4781048
14.062,27.235,5.617,11.804,290.3372555
14.0625,26.936,5.617,11.801,290.4781048
14.063,27.235,5.617,11.804,290.3372555
14.0635,27.535,5.617,11.804,290.3372555
14.064,27.535,5.617,11.801,290.4781048
14.0645,26.637,5.617,11.801,290.4781048
14.065,27.235,5.617,11.804,290.3372555
14.0655,27.235,5.617,11.801,290.4781048
14.066,27.535,5.617,11.801,290.4781048
14.0665,27.235,5.614,11.804,290.0415509
14.067,26.637,5.617,11.804,290.3372555
14.0675,26.936,5.617,11.801,290.4781048
14.068,27.535,5.617,11.801,290.4781048
14.0685,26.637,5.617,11.804,290.3372555
14.069,26.637,5.617,11.804,290.3372555
14.0695,26.936,5.617,11.801,290.4781048
14.07,27.235,5.619,11.804,290.5345513
14.0705,26.936,5.617,11.804,290.3372555
14.071,26.637,5.617,11.804,290.3372555
14.0715,26.637,5.614,11.801,290.1821885
14.072,27.235,5.617,11.801,290.4781048
14.0725,26.936,5.617,11.804,290.3372555
14.073,26.338,5.617,11.801,290.4781048
14.0735,26.936,5.617,11.801,290.4781048
14.074,26.936,5.617,11.804,290.3372555
14.0745,26.936,5.617,11.801,290.4781048
14.075,26.637,5.617,11.801,290.4781048
14.0755,26.637,5.617,11.804,290.3372555
14.076,26.936,5.617,11.801,290.4781048
14.0765,26.936,5.617,11.801,290.4781048
14.077,26.637,5.617,11.801,290.4781048
14.0775,26.637,5.617,11.801,290.4781048
14.078,26.637,5.617,11.801,290.4781048
14.0785,26.637,5.617,11.801,290.4781048
14.079,26.637,5.617,11.801,290.4781048
14.0795,26.338,5.617,11.801,290.4781048
14.08,26.637,5.617,11.801,290.4781048
14.0805,26.637,5.617,11.801,290.4781048
14.081,26.637,5.617,11.801,290.4781048
14.0815,26.338,5.617,11.804,290.3372555
14.082,26.637,5.617,11.804,290.3372555
14.0825,26.637,5.617,11.801,290.4781048
14.083,26.637,5.617,11.804,290.3372555
14.0835,26.338,5.617,11.804,290.3372555
14.084,26.338,5.614,11.804,290.0415509
14.0845,26.637,5.617,11.801,290.4781048
14.085,26.637,5.617,11.801,290.4781048
14.0855,26.038,5.617,11.801,290.4781048
14.086,26.338,5.617,11.801,290.4781048
14.0865,26.936,5.617,11.801,290.4781048
14.087,26.637,5.617,11.804,290.3372555
14.0875,25.739,5.617,11.804,290.3372555
14.088,26.637,5.617,11.804,290.3372555
14.0885,26.637,5.617,11.801,290.4781048
14.089,26.038,5.617,11.804,290.3372555
14.0895,26.038,5.617,11.801,290.4781048
14.09,26.637,5.617,11.801,290.4781048
14.0905,26.637,5.617,11.801,290.4781048
14.091,26.338,5.617,11.801,290.4781048
14.0915,26.038,5.617,11.804,290.3372555
14.092,26.338,5.617,11.801,290.4781048
14.0925,26.338,5.617,11.804,290.3372555
14.093,26.637,5.617,11.804,290.3372555
14.0935,26.637,5.617,11.801,290.4781048
14.094,25.739,5.617,11.804,290.3372555
14.0945,26.038,5.617,11.801,290.4781048
14.095,26.637,5.617,11.801,290.4781048
14.0955,26.338,5.617,11.801,290.4781048
14.096,26.038,5.617,11.801,290.4781048
14.0965,26.038,5.617,11.801,290.4781048
14.097,26.637,5.617,11.801,290.4781048
14.0975,26.038,5.617,11.801,290.4781048
14.098,25.739,5.617,11.804,290.3372555
14.0985,26.038,5.617,11.801,290.4781048
14.099,26.038,5.617,11.804,290.3372555
14.0995,26.038,5.617,11.804,290.3372555
14.1,25.739,5.617,11.804,290.3372555
14.1005,25.739,5.617,11.804,290.3372555
14.101,26.038,5.617,11.801,290.4781048
14.1015,25.739,5.619,11.801,290.6755419
14.102,25.739,5.619,11.804,290.5345513
14.1025,25.739,5.617,11.804,290.3372555
14.103,25.739,5.622,11.804,290.8307344
14.1035,26.038,5.619,11.801,290.6755419
14.104,26.038,5.619,11.804,290.5345513
14.1045,26.038,5.622,11.804,290.8307344
14.105,25.739,5.627,11.804,291.3250121
14.1055,26.338,5.627,11.801,291.4665695
14.106,26.038,5.624,11.804,291.0283495
14.1065,25.739,5.702,11.801,298.9833743
14.107,25.739,5.702,11.804,298.8363815
14.1075,26.038,5.705,11.801,299.2878937
14.108,25.739,5.705,11.801,299.2878937
14.1085,25.44,5.705,11.801,299.2878937
14.109,25.44,5.702,11.801,298.9833743
14.1095,26.038,5.705,11.804,299.1406788
14.11,25.739,5.705,11.801,299.2878937
14.1105,25.44,5.705,11.801,299.2878937
14.111,25.739,5.702,11.801,298.9833743
14.1115,25.739,5.705,11.801,299.2878937
14.112,25.739,5.702,11.804,298.8363815
14.1125,25.44,5.702,11.801,298.9833743
14.113,25.44,5.702,11.801,298.9833743
14.1135,25.44,5.705,11.804,299.1406788
14.114,25.739,5.705,11.801,299.2878937
14.1145,25.44,5.697,11.801,298.4765072
14.115,25.739,5.705,11.801,299.2878937
14.1155,25.44,5.705,11.801,299.2878937
14.116,25.44,5.705,11.801,299.2878937
14.1165,25.739,5.702,11.804,298.8363815
14.117,25.44,5.705,11.804,299.1406788
14.1175,25.44,5.705,11.804,299.1406788
14.118,25.739,5.705,11.804,299.1406788
14.1185,25.44,5.705,11.801,299.2878937
14.119,25.14,5.705,11.801,299.2878937
14.1195,25.44,5.705,11.804,299.1406788
14.12,25.44,5.705,11.801,299.2878937
14.1205,25.44,5.705,11.801,299.2878937
14.121,25.14,5.702,11.801,298.9833743
14.1215,25.44,5.705,11.801,299.2878937
14.122,25.44,5.702,11.801,298.9833743
14.1225,25.44,5.702,11.801,298.9833743
14.123,25.14,5.702,11.804,298.8363815
14.1235,25.44,5.702,11.804,298.8363815
14.124,25.44,5.705,11.804,299.1406788
14.1245,25.44,5.702,11.804,298.8363815
14.125,25.14,5.702,11.804,298.8363815
14.1255,25.44,5.702,11.801,298.9833743
14.126,25.44,5.705,11.801,299.2878937
14.1265,25.44,5.705,11.804,299.1406788
14.127,24.841,5.697,11.801,298.4765072
14.1275,25.14,5.705,11.801,299.2878937
14.128,25.44,5.705,11.804,299.1406788
14.1285,25.44,5.702,11.806,298.7384666
14.129,25.14,5.702,11.804,298.8363815
14.1295,24.841,5.697,11.801,298.4765072
14.13,25.44,5.702,11.804,298.8363815
14.1305,25.44,5.705,11.801,299.2878937
14.131,25.14,5.705,11.801,299.2878937
14.1315,24.841,5.705,11.804,299.1406788
14.132,24.841,5.705,11.801,299.2878937
14.1325,25.14,5.702,11.804,298.8363815
14.133,24.841,5.705,11.801,299.2878937
14.1335,24.841,5.702,11.804,298.8363815
14.134,25.14,5.697,11.804,298.3298837
14.1345,25.44,5.705,11.804,299.1406788
14.135,25.14,5.702,11.801,298.9833743
14.1355,24.542,5.697,11.804,298.3298837
14.136,25.14,5.705,11.804,299.1406788
14.1365,25.14,5.702,11.801,298.9833743
14.137,25.14,5.705,11.804,299.1406788
14.1375,24.841,5.702,11.801,298.9833743
14.138,24.542,5.705,11.804,299.1406788
14.1385,25.14,5.705,11.804,299.1406788
14.139,24.841,5.705,11.804,299.1406788
14.1395,24.542,5.697,11.804,298.3298837
14.14,24.542,5.702,11.801,298.9833743
14.1405,24.841,5.705,11.804,299.1406788
14.141,25.14,5.705,11.804,299.1406788
14.1415,25.14,5.697,11.801,298.4765072
14.142,24.841,5.705,11.804,299.1406788
14.1425,24.542,5.702,11.801,298.9833743
14.143,25.14,5.705,11.804,299.1406788
14.1435,24.542,5.705,11.801,299.2878937
14.144,24.243,5.705,11.804,299.1406788
14.1445,24.542,5.705,11.801,299.2878937
14.145,24.542,5.705,11.804,299.1406788
14.1455,24.542,5.705,11.801,299.2878937
14.146,24.542,5.705,11.801,299.2878937
14.1465,24.542,5.702,11.804,298.8363815
14.147,24.542,5.705,11.801,299.2878937
14.1475,24.542,5.705,11.801,299.2878937
14.148,24.243,5.705,11.804,299.1406788
14.1485,24.542,5.705,11.804,299.1406788
14.149,24.841,5.705,11.801,299.2878937
14.1495,24.542,5.697,11.804,298.3298837
14.15,23.943,5.702,11.801,298.9833743
14.1505,24.542,5.705,11.801,299.2878937
14.151,24.542,5.705,11.804,299.1406788
14.1515,24.542,5.705,11.801,299.2878937
14.152,24.542,5.697,11.804,298.3298837
14.1525,24.243,5.702,11.799,299.0814499
14.153,24.243,5.705,11.801,299.2878937
14.1535,24.542,5.705,11.804,299.1406788
14.154,24.542,5.705,11.804,299.1406788
14.1545,24.243,5.705,11.801,299.2878937
14.155,24.542,5.705,11.801,299.2878937
14.1555,24.243,5.705,11.801,299.2878937
14.156,24.243,5.702,11.804,298.8363815
14.1565,23.644,5.702,11.801,298.9833743
14.157,24.542,5.705,11.801,299.2878937
14.1575,24.542,5.705,11.801,299.2878937
14.158,24.243,5.756,11.801,304.5109677
14.1585,24.243,5.756,11.801,304.5109677
14.159,24.243,5.768,11.804,305.6007952
14.1595,24.542,5.754,11.801,304.3044816
14.16,24.243,5.783,11.804,307.158844
14.1605,23.943,5.785,11.801,307.5204455
14.161,24.243,5.785,11.801,307.5204455
14.1615,24.542,5.785,11.801,307.5204455
14.162,24.243,5.785,11.801,307.5204455
14.1625,23.644,5.785,11.801,307.5204455
14.163,23.644,5.783,11.801,307.3119641
14.1635,24.243,5.785,11.801,307.5204455
14.164,24.243,5.785,11.801,307.5204455
14.1645,23.943,5.785,11.801,307.5204455
14.165,23.644,5.785,11.801,307.5204455
14.1655,23.943,5.79,11.804,307.8885933
14.166,24.243,5.785,11.804,307.3671706
14.1665,23.943,5.783,11.804,307.158844
14.167,23.644,5.788,11.804,307.6799202
14.1675,23.943,5.785,11.804,307.3671706
14.168,24.243,5.783,11.801,307.3119641
14.1685,23.644,5.785,11.804,307.3671706
14.169,23.345,5.785,11.801,307.5204455
14.1695,23.644,5.783,11.804,307.158844
14.17,24.243,5.783,11.801,307.3119641
14.1705,23.943,5.785,11.801,307.5204455
14.171,23.345,5.785,11.804,307.3671706
14.1715,23.644,5.785,11.801,307.5204455
14.172,24.243,5.785,11.801,307.5204455
14.1725,23.644,5.783,11.804,307.158844
14.173,23.345,5.785,11.801,307.5204455
14.1735,23.345,5.785,11.799,307.6227137
14.174,23.943,5.785,11.804,307.3671706
14.1745,23.644,5.783,11.804,307.158844
14.175,23.345,5.783,11.804,307.158844
14.1755,23.644,5.785,11.801,307.5204455
14.176,23.644,5.785,11.801,307.5204455
14.1765,23.943,5.783,11.801,307.3119641
14.177,23.644,5.785,11.804,307.3671706
14.1775,23.345,5.783,11.801,307.3119641
14.178,23.345,5.785,11.804,307.3671706
14.1785,23.943,5.785,11.801,307.5204455
14.179,23.345,5.783,11.804,307.158844
14.1795,23.345,5.785,11.804,307.3671706
14.18,23.644,5.785,11.801,307.5204455
14.1805,23.644,5.783,11.804,307.158844
14.181,23.345,5.785,11.801,307.5204455
14.1815,23.345,5.783,11.801,307.3119641
14.182,23.345,5.783,11.801,307.3119641
14.1825,23.644,5.788,11.804,307.6799202
14.183,23.644,5.785,11.801,307.5204455
14.1835,23.045,5.785,11.801,307.5204455
14.184,23.345,5.785,11.801,307.5204455
14.1845,23.644,5.785,11.801,307.5204455
14.185,23.345,5.785,11.801,307.5204455
14.1855,23.045,5.783,11.801,307.3119641
14.186,23.045,5.785,11.801,307.5204455
14.1865,23.644,5.785,11.801,307.5204455
14.187,23.345,5.785,11.801,307.5204455
14.1875,23.045,5.783,11.801,307.3119641
14.188,23.345,5.785,11.804,307.3671706
14.1885,23.345,5.785,11.801,307.5204455
14.189,23.345,5.785,11.801,307.5204455
14.1895,23.045,5.785,11.801,307.5204455
14.19,23.045,5.783,11.799,307.414129
14.1905,23.045,5.785,11.804,307.3671706
14.191,23.345,5.783,11.804,307.158844
14.1915,23.345,5.783,11.801,307.3119641
14.192,23.045,5.783,11.804,307.158844
14.1925,23.045,5.785,11.804,307.3671706
14.193,23.345,5.785,11.804,307.3671706
14.1935,23.045,5.783,11.801,307.3119641
14.194,23.045,5.783,11.801,307.3119641
14.1945,23.045,5.785,11.804,307.3671706
14.195,23.345,5.783,11.801,307.3119641
14.1955,23.045,5.785,11.804,307.3671706
14.196,22.746,5.785,11.801,307.5204455
14.1965,23.045,5.785,11.801,307.5204455
14.197,23.345,5.785,11.801,307.5204455
14.1975,23.045,5.785,11.801,307.5204455
14.198,22.447,5.783,11.804,307.158844
14.1985,23.045,5.783,11.804,307.158844
14.199,23.345,5.785,11.804,307.3671706
14.1995,23.045,5.785,11.801,307.5204455
14.2,23.045,5.783,11.804,307.158844
14.2005,23.045,5.785,11.804,307.3671706
14.201,23.045,5.785,11.801,307.5204455
14.2015,23.045,5.785,11.801,307.5204455
14.202,22.746,5.783,11.801,307.3119641
14.2025,23.045,5.785,11.804,307.3671706
14.203,23.045,5.783,11.804,307.158844
14.2035,22.746,5.783,11.804,307.158844
14.204,22.746,5.783,11.804,307.158844
14.2045,22.447,5.783,11.801,307.3119641
14.205,22.746,5.785,11.801,307.5204455
14.2055,23.045,5.785,11.801,307.5204455
14.206,23.045,5.785,11.801,307.5204455
14.2065,22.447,5.783,11.801,307.3119641
14.207,22.447,5.783,11.804,307.158844
14.2075,23.045,5.785,11.804,307.3671706
14.208,22.746,5.783,11.801,307.3119641
14.2085,22.447,5.783,11.801,307.3119641
14.209,22.746,5.785,11.801,307.5204455
14.2095,23.045,5.783,11.804,307.158844
14.21,23.045,5.785,11.801,307.5204455
14.2105,22.148,5.783,11.801,307.3119641
14.211,22.447,5.785,11.801,307.5204455
14.2115,23.045,5.783,11.801,307.3119641
14.212,22.746,5.785,11.801,307.5204455
14.2125,21.848,5.783,11.801,307.3119641
14.213,22.447,5.785,11.804,307.3671706
14.2135,22.746,5.785,11.804,307.3671706
14.214,22.746,5.783,11.804,307.158844
14.2145,22.447,5.783,11.799,307.414129
14.215,22.148,5.785,11.804,307.3671706
14.2155,22.447,5.785,11.801,307.5204455
14.216,22.746,5.785,11.804,307.3671706
14.2165,22.148,5.783,11.804,307.158844
14.217,21.848,5.785,11.801,307.5204455
14.2175,22.148,5.785,11.804,307.3671706
14.218,22.447,5.783,11.799,307.414129
14.2185,22.148,5.785,11.801,307.5204455
14.219,21.848,5.785,11.801,307.5204455
14.2195,22.148,5.783,11.801,307.3119641
14.22,22.447,5.783,11.801,307.3119641
14.2205,22.148,5.785,11.804,307.3671706
14.221,21.848,5.785,11.801,307.5204455
14.2215,22.148,5.785,11.801,307.5204455
14.222,22.447,5.783,11.801,307.3119641
14.2225,22.148,5.785,11.801,307.5204455
14.223,21.848,5.783,11.801,307.3119641
14.2235,22.148,5.785,11.804,307.3671706
14.224,22.447,5.785,11.804,307.3671706
14.2245,22.148,5.783,11.801,307.3119641
14.225,22.148,5.783,11.804,307.158844
14.2255,21.848,5.785,11.801,307.5204455
14.226,21.848,5.785,11.804,307.3671706
14.2265,21.848,5.785,11.801,307.5204455
14.227,22.148,5.783,11.801,307.3119641
14.2275,21.848,5.785,11.801,307.5204455
14.228,22.148,5.785,11.801,307.5204455
14.2285,21.848,5.783,11.801,307.3119641
14.229,22.148,5.785,11.801,307.5204455
14.2295,21.848,5.785,11.801,307.5204455
14.23,21.848,5.785,11.801,307.5204455
14.2305,22.148,5.785,11.801,307.5204455
14.231,21.848,5.783,11.801,307.3119641
14.2315,21.549,5.783,11.801,307.3119641
14.232,21.848,5.785,11.804,307.3671706
14.2325,22.148,5.783,11.801,307.3119641
14.233,21.848,5.783,11.804,307.158844
14.2335,21.549,5.783,11.804,307.158844
14.234,21.848,5.785,11.801,307.5204455
14.2345,21.848,5.785,11.801,307.5204455
14.235,21.848,5.785,11.801,307.5204455
14.2355,21.549,5.783,11.801,307.3119641
14.236,21.549,5.785,11.801,307.5204455
14.2365,21.848,5.785,11.801,307.5204455
14.237,21.848,5.785,11.801,307.5204455
14.2375,21.549,5.785,11.801,307.5204455
14.238,21.549,5.783,11.801,307.3119641
14.2385,21.848,5.785,11.804,307.3671706
14.239,21.848,5.785,11.801,307.5204455
14.2395,21.25,5.785,11.801,307.5204455
14.24,21.25,5.783,11.804,307.158844
14.2405,21.848,5.788,11.801,307.8334276
14.241,21.549,5.79,11.801,308.0422559
14.2415,21.549,5.788,11.801,307.8334276
14.242,21.25,5.79,11.804,307.8885933
14.2425,21.848,5.79,11.804,307.8885933
14.243,21.848,5.793,11.804,308.2018633
14.2435,21.848,5.851,11.801,314.478958
14.244,21.25,5.844,11.804,313.5757047
14.2445,21.549,5.856,11.801,315.0124138
14.245,21.848,5.863,11.801,315.7607612
14.2455,21.25,5.844,11.804,313.5757047
14.246,21.25,5.863,11.804,315.6013129
14.2465,21.25,5.861,11.801,315.5467677
14.247,21.549,5.861,11.801,315.5467677
14.2475,21.25,5.863,11.801,315.7607612
14.248,21.25,5.859,11.801,315.3329182
14.2485,21.25,5.859,11.801,315.3329182
14.249,21.25,5.863,11.801,315.7607612
14.2495,21.25,5.863,11.801,315.7607612
14.25,21.25,5.859,11.801,315.3329182
14.2505,21.25,5.861,11.804,315.3874811
14.251,21.25,5.861,11.801,315.5467677
14.2515,21.25,5.863,11.801,315.7607612
14.252,21.25,5.861,11.801,315.5467677
14.2525,20.651,5.863,11.801,315.7607612
14.253,21.549,5.861,11.804,315.3874811
14.2535,21.549,5.863,11.801,315.7607612
14.254,20.651,5.863,11.801,315.7607612
14.2545,20.651,5.861,11.804,315.3874811
14.255,20.651,5.863,11.801,315.7607612
14.2555,20.651,5.861,11.801,315.5467677
14.256,21.25,5.863,11.801,315.7607612
14.2565,20.651,5.863,11.801,315.7607612
14.257,20.651,5.863,11.804,315.6013129
14.2575,21.25,5.861,11.804,315.3874811
14.258,21.25,5.861,11.801,315.5467677
14.2585,20.352,5.863,11.801,315.7607612
14.259,20.651,5.863,11.801,315.7607612
14.2595,21.25,5.861,11.804,315.3874811
14.26,21.25,5.863,11.801,315.7607612
14.2605,20.352,5.861,11.801,315.5467677
14.261,20.651,5.863,11.804,315.6013129
14.2615,21.25,5.861,11.804,315.3874811
14.262,20.651,5.863,11.804,315.6013129
14.2625,20.651,5.859,11.804,315.1737931
14.263,20.352,5.863,11.801,315.7607612
14.2635,20.651,5.863,11.804,315.6013129
14.264,20.651,5.861,11.804,315.3874811
14.2645,20.352,5.859,11.801,315.3329182
14.265,20.352,5.863,11.804,315.6013129
14.2655,20.352,5.863,11.801,315.7607612
14.266,20.352,5.861,11.801,315.5467677
14.2665,20.352,5.861,11.804,315.3874811
14.267,20.352,5.863,11.804,315.6013129
14.2675,20.352,5.861,11.801,315.5467677
14.268,20.651,5.861,11.801,315.5467677
14.2685,20.352,5.863,11.801,315.7607612
14.269,20.053,5.863,11.801,315.7607612
14.2695,20.352,5.863,11.801,315.7607612
14.27,20.651,5.863,11.804,315.6013129
14.2705,20.352,5.861,11.801,315.5467677
14.271,20.053,5.859,11.801,315.3329182
14.2715,20.352,5.861,11.801,315.5467677
14.272,20.651,5.861,11.801,315.5467677
14.2725,20.352,5.861,11.801,315.5467677
14.273,20.053,5.863,11.801,315.7607612
14.2735,20.352,5.861,11.801,315.5467677
14.274,20.352,5.863,11.801,315.7607612
14.2745,20.352,5.863,11.804,315.6013129
14.275,20.053,5.859,11.801,315.3329182
14.2755,20.053,5.859,11.801,315.3329182
14.276,20.352,5.863,11.801,315.7607612
14.2765,20.352,5.861,11.801,315.5467677
14.277,20.352,5.859,11.801,315.3329182
14.2775,20.053,5.861,11.804,315.3874811
14.278,20.053,5.861,11.804,315.3874811
14.2785,20.352,5.863,11.801,315.7607612
14.279,20.053,5.861,11.804,315.3874811
14.2795,20.053,5.859,11.804,315.1737931
14.28,20.053,5.861,11.804,315.3874811
14.2805,20.352,5.863,11.804,315.6013129
14.281,20.053,5.861,11.801,315.5467677
14.2815,19.753,5.861,11.801,315.5467677
14.282,20.053,5.863,11.804,315.6013129
14.2825,20.352,5.863,11.804,315.6013129
14.283,20.053,5.861,11.801,315.5467677
14.2835,19.753,5.863,11.801,315.7607612
14.284,20.053,5.859,11.801,315.3329182
14.2845,20.352,5.863,11.804,315.6013129
14.285,20.053,5.863,11.801,315.7607612
14.2855,19.454,5.861,11.801,315.5467677
14.286,19.753,5.861,11.804,315.3874811
14.2865,20.352,5.861,11.804,315.3874811
14.287,19.753,5.861,11.804,315.3874811
14.2875,19.753,5.859,11.801,315.3329182
14.288,19.454,5.861,11.801,315.5467677
14.2885,20.053,5.863,11.801,315.7607612
14.289,20.053,5.861,11.804,315.3874811
14.2895,19.753,5.861,11.804,315.3874811
14.29,19.753,5.859,11.804,315.1737931
14.2905,20.053,5.863,11.801,315.7607612
14.291,19.753,5.861,11.801,315.5467677
14.2915,19.753,5.863,11.804,315.6013129
14.292,19.454,5.861,11.801,315.5467677
14.2925,19.454,5.863,11.801,315.7607612
14.293,20.352,5.863,11.804,315.6013129
14.2935,19.753,5.861,11.801,315.5467677
14.294,19.454,5.861,11.804,315.3874811
14.2945,19.753,5.863,11.801,315.7607612
14.295,19.753,5.863,11.801,315.7607612
14.2955,19.753,5.863,11.804,315.6013129
14.296,19.155,5.863,11.801,315.7607612
14.2965,19.454,5.863,11.804,315.6013129
14.297,20.053,5.866,11.801,316.0820219
14.2975,19.454,5.866,11.801,316.0820219
14.298,19.454,5.937,11.801,323.7811392
14.2985,19.454,5.932,11.804,323.0677112
14.299,19.753,5.932,11.804,323.0677112
14.2995,19.454,5.939,11.801,324.0007165
14.3,19.454,5.937,11.801,323.7811392
14.3005,19.454,5.939,11.801,324.0007165
14.301,19.454,5.939,11.801,324.0007165
14.3015,19.454,5.939,11.804,323.8349872
14.302,19.454,5.937,11.801,323.7811392
14.3025,19.454,5.939,11.801,324.0007165
14.303,19.155,5.939,11.801,324.0007165
14.3035,19.454,5.942,11.801,324.3303635
14.304,19.454,5.939,11.801,324.0007165
14.3045,19.155,5.939,11.801,324.0007165
14.305,19.454,5.939,11.804,323.8349872
14.3055,19.454,5.939,11.801,324.0007165
14.306,19.155,5.939,11.801,324.0007165
14.3065,19.155,5.939,11.801,324.0007165
14.307,19.155,5.937,11.801,323.7811392
14.3075,19.454,5.942,11.801,324.3303635
14.308,19.155,5.939,11.801,324.0007165
14.3085,18.855,5.939,11.801,324.0007165
14.309,19.155,5.939,11.804,323.8349872
14.3095,19.454,5.939,11.801,324.0007165
14.31,18.855,5.939,11.804,323.8349872
14.3105,18.556,5.939,11.801,324.0007165
14.311,19.155,5.937,11.804,323.6155787
14.3115,19.454,5.937,11.804,323.6155787
14.312,18.855,5.939,11.801,324.0007165
14.3125,18.855,5.939,11.801,324.0007165
14.313,18.855,5.939,11.804,323.8349872
14.3135,19.155,5.944,11.804,324.3841638
14.314,19.155,5.939,11.804,323.8349872
14.3145,19.155,5.937,11.801,323.7811392
14.315,18.556,5.939,11.804,323.8349872
14.3155,19.155,5.939,11.804,323.8349872
14.316,19.155,5.939,11.801,324.0007165
14.3165,18.556,5.939,11.801,324.0007165
14.317,18.556,5.939,11.804,323.8349872
14.3175,18.556,5.937,11.801,323.7811392
14.318,19.155,5.939,11.804,323.8349872
14.3185,18.855,5.939,11.801,324.0007165
14.319,18.556,5.939,11.804,323.8349872
14.3195,18.556,5.939,11.804,323.8349872
14.32,19.155,5.939,11.804,323.8349872
14.3205,18.855,5.939,11.804,323.8349872
14.321,18.556,5.937,11.801,323.7811392
14.3215,18.855,5.939,11.801,324.0007165
14.322,19.155,5.939,11.804,323.8349872
14.3225,18.556,5.939,11.801,324.0007165
14.323,18.556,5.939,11.801,324.0007165
14.3235,18.556,5.942,11.804,324.1643808
14.324,18.855,5.939,11.801,324.0007165
14.3245,18.556,5.939,11.801,324.0007165
14.325,18.257,5.939,11.801,324.0007165
14.3255,18.556,5.937,11.804,323.6155787
14.326,18.556,5.942,11.801,324.3303635
14.3265,18.556,5.939,11.801,324.0007165
14.327,18.257,5.939,11.804,323.8349872
14.3275,18.556,5.937,11.804,323.6155787
14.328,18.556,5.939,11.804,323.8349872
14.3285,18.556,5.942,11.801,324.3303635
14.329,18.556,5.939,11.804,323.8349872
14.3295,17.958,5.939,11.804,323.8349872
14.33,18.257,5.939,11.801,324.0007165
14.3305,18.855,5.939,11.804,323.8349872
14.331,18.257,5.939,11.801,324.0007165
14.3315,18.257,5.939,11.801,324.0007165
14.332,18.257,5.937,11.804,323.6155787
14.3325,18.257,5.942,11.801,324.3303635
14.333,18.257,5.939,11.801,324.0007165
14.3335,17.958,5.939,11.804,323.8349872
14.334,18.257,5.939,11.804,323.8349872
14.3345,18.556,5.939,11.801,324.0007165
14.335,18.556,5.939,11.801,324.0007165
14.3355,17.958,5.939,11.801,324.0007165
14.336,18.257,5.939,11.804,323.8349872
14.3365,18.556,5.939,11.804,323.8349872
14.337,18.257,5.939,11.801,324.0007165
14.3375,17.958,5.939,11.804,323.8349872
14.338,17.958,5.939,11.801,324.0007165
14.3385,18.257,5.942,11.804,324.1643808
14.339,17.958,5.939,11.801,324.0007165
14.3395,17.958,5.939,11.804,323.8349872
14.34,17.958,5.939,11.801,324.0007165
14.3405,18.257,5.939,11.804,323.8349872
14.341,17.958,5.939,11.801,324.0007165
14.3415,17.958,5.937,11.801,323.7811392
14.342,17.958,5.939,11.804,323.8349872
14.3425,17.958,5.939,11.801,324.0007165
14.343,17.958,5.937,11.804,323.6155787
14.3435,17.958,5.939,11.804,323.8349872
14.344,17.958,5.937,11.804,323.6155787
14.3445,17.958,5.939,11.801,324.0007165
14.345,18.257,5.942,11.804,324.1643808
14.3455,17.958,5.939,11.801,324.0007165
14.346,17.658,5.937,11.801,323.7811392
14.3465,17.958,5.939,11.804,323.8349872
14.347,17.958,5.939,11.801,324.0007165
14.3475,17.958,5.939,11.804,323.8349872
14.348,17.658,5.939,11.801,324.0007165
14.3485,17.958,5.939,11.804,323.8349872
14.349,17.958,5.942,11.804,324.1643808
