Device: USB-1408FS-Plus,,,,
Serial Number: 18FB9D0,,,,
Channel Count: 3,,,,
Sample Count: 31250,,,,
Start Time: 6/25/2018 1:33:59 PM,,,,
Sampling Interval: 0.0005,,,,
Time,Height (mm),SLS Voltag (V),Applied Vo (V),LS Resistance (ohms)
1.3065,41.601,5.326,11.804,262.9291139
1.307,41.601,5.326,11.804,262.9291139
1.3075,41.601,5.326,11.801,263.0509344
1.308,41.9,5.326,11.804,262.9291139
1.3085,41.9,5.321,11.804,262.4796853
1.309,41.601,5.295,11.801,260.2737473
1.3095,41.601,5.292,11.804,259.8866093
1.31,42.2,5.292,11.801,260.0063912
1.3105,41.601,5.292,11.801,260.0063912
1.311,41.601,5.29,11.801,259.8282906
1.3115,41.9,5.287,11.804,259.4418598
1.312,41.9,5.285,11.804,259.2641509
1.3125,42.2,5.287,11.804,259.4418598
1.313,41.601,5.29,11.801,259.8282906
1.3135,41.9,5.29,11.801,259.8282906
1.314,42.499,5.287,11.804,259.4418598
1.3145,42.2,5.287,11.801,259.5613448
1.315,41.601,5.285,11.804,259.2641509
1.3155,41.9,5.285,11.801,259.3835175
1.316,42.499,5.287,11.801,259.5613448
1.3165,42.2,5.287,11.801,259.5613448
1.317,41.601,5.285,11.804,259.2641509
1.3175,41.9,5.285,11.801,259.3835175
1.318,42.499,5.287,11.801,259.5613448
1.3185,42.2,5.285,11.801,259.3835175
1.319,42.2,5.285,11.804,259.2641509
1.3195,42.2,5.285,11.804,259.2641509
1.32,42.2,5.285,11.806,259.1846343
1.3205,42.2,5.285,11.801,259.3835175
1.321,42.2,5.285,11.801,259.3835175
1.3215,42.2,5.29,11.801,259.8282906
1.322,42.499,5.29,11.801,259.8282906
1.3225,42.499,5.285,11.801,259.3835175
1.323,42.2,5.29,11.801,259.8282906
1.3235,41.9,5.285,11.801,259.3835175
1.324,42.499,5.287,11.801,259.5613448
1.3245,42.798,5.285,11.801,259.3835175
1.325,42.2,5.285,11.801,259.3835175
1.3255,42.2,5.287,11.804,259.4418598
1.326,42.499,5.285,11.804,259.2641509
1.3265,42.798,5.285,11.804,259.2641509
1.327,42.798,5.285,11.804,259.2641509
1.3275,42.2,5.285,11.801,259.3835175
1.328,42.499,5.285,11.801,259.3835175
1.3285,42.798,5.287,11.801,259.5613448
1.329,42.499,5.285,11.801,259.3835175
1.3295,42.499,5.285,11.804,259.2641509
1.33,42.499,5.287,11.804,259.4418598
1.3305,42.798,5.287,11.804,259.4418598
1.331,42.499,5.285,11.804,259.2641509
1.3315,42.499,5.287,11.801,259.5613448
1.332,42.798,5.285,11.801,259.3835175
1.3325,42.798,5.285,11.804,259.2641509
1.333,42.798,5.285,11.804,259.2641509
1.3335,42.798,5.287,11.801,259.5613448
1.334,42.499,5.285,11.801,259.3835175
1.3345,42.798,5.287,11.801,259.5613448
1.335,42.798,5.287,11.801,259.5613448
1.3355,42.798,5.285,11.804,259.2641509
1.336,42.798,5.287,11.801,259.5613448
1.3365,42.499,5.285,11.806,259.1846343
1.337,43.098,5.287,11.801,259.5613448
1.3375,43.098,5.287,11.804,259.4418598
1.338,42.798,5.285,11.804,259.2641509
1.3385,42.798,5.287,11.801,259.5613448
1.339,43.098,5.285,11.804,259.2641509
1.3395,42.798,5.285,11.801,259.3835175
1.34,42.798,5.285,11.804,259.2641509
1.3405,42.798,5.285,11.804,259.2641509
1.341,43.098,5.287,11.804,259.4418598
1.3415,43.098,5.287,11.801,259.5613448
1.342,42.798,5.287,11.804,259.4418598
1.3425,42.798,5.285,11.801,259.3835175
1.343,43.098,5.287,11.804,259.4418598
1.3435,43.098,5.287,11.801,259.5613448
1.344,43.098,5.285,11.804,259.2641509
1.3445,43.098,5.285,11.804,259.2641509
1.345,43.098,5.285,11.801,259.3835175
1.3455,43.397,5.287,11.804,259.4418598
1.346,43.098,5.285,11.804,259.2641509
1.3465,42.798,5.285,11.801,259.3835175
1.347,43.696,5.285,11.801,259.3835175
1.3475,43.696,5.285,11.801,259.3835175
1.348,43.397,5.285,11.801,259.3835175
1.3485,43.098,5.285,11.801,259.3835175
1.349,43.696,5.285,11.804,259.2641509
1.3495,43.397,5.285,11.801,259.3835175
1.35,43.098,5.285,11.801,259.3835175
1.3505,43.098,5.285,11.804,259.2641509
1.351,43.696,5.285,11.801,259.3835175
1.3515,43.995,5.285,11.804,259.2641509
1.352,43.397,5.287,11.801,259.5613448
1.3525,43.098,5.285,11.804,259.2641509
1.353,43.696,5.285,11.801,259.3835175
1.3535,43.696,5.287,11.801,259.5613448
1.354,43.696,5.285,11.804,259.2641509
1.3545,43.397,5.285,11.801,259.3835175
1.355,43.696,5.285,11.801,259.3835175
1.3555,43.995,5.287,11.801,259.5613448
1.356,43.397,5.285,11.804,259.2641509
1.3565,43.696,5.285,11.801,259.3835175
1.357,43.397,5.285,11.801,259.3835175
1.3575,43.696,5.285,11.804,259.2641509
1.358,43.696,5.285,11.801,259.3835175
1.3585,43.696,5.285,11.801,259.3835175
1.359,43.397,5.285,11.801,259.3835175
1.3595,43.696,5.29,11.801,259.8282906
1.36,43.696,5.285,11.804,259.2641509
1.3605,43.995,5.285,11.801,259.3835175
1.361,43.696,5.285,11.801,259.3835175
1.3615,43.995,5.285,11.801,259.3835175
1.362,44.295,5.285,11.801,259.3835175
1.3625,43.995,5.285,11.801,259.3835175
1.363,43.696,5.285,11.804,259.2641509
1.3635,43.995,5.273,11.801,258.3188419
1.364,44.295,5.251,11.804,256.2596978
1.3645,43.995,5.248,11.801,256.1132916
1.365,43.995,5.251,11.801,256.3770687
1.3655,43.995,5.238,11.801,255.2357763
1.366,44.295,5.236,11.801,255.0605941
1.3665,43.995,5.236,11.804,254.9440926
1.367,43.696,5.236,11.801,255.0605941
1.3675,43.995,5.236,11.801,255.0605941
1.368,43.995,5.236,11.801,255.0605941
1.3685,43.995,5.236,11.801,255.0605941
1.369,43.995,5.233,11.801,254.7980207
1.3695,43.995,5.233,11.804,254.6816923
1.37,43.995,5.236,11.801,255.0605941
1.3705,44.295,5.236,11.804,254.9440926
1.371,44.295,5.236,11.801,255.0605941
1.3715,43.995,5.236,11.801,255.0605941
1.372,43.995,5.236,11.801,255.0605941
1.3725,44.295,5.233,11.801,254.7980207
1.373,44.295,5.236,11.801,255.0605941
1.3735,43.995,5.236,11.804,254.9440926
1.374,43.995,5.236,11.801,255.0605941
1.3745,44.594,5.236,11.801,255.0605941
1.375,44.295,5.233,11.801,254.7980207
1.3755,43.995,5.236,11.801,255.0605941
1.376,44.295,5.236,11.801,255.0605941
1.3765,44.594,5.236,11.804,254.9440926
1.377,44.594,5.236,11.801,255.0605941
1.3775,44.295,5.236,11.804,254.9440926
1.378,43.995,5.236,11.801,255.0605941
1.3785,44.893,5.233,11.804,254.6816923
1.379,43.995,5.233,11.801,254.7980207
1.3795,43.995,5.236,11.801,255.0605941
1.38,44.594,5.236,11.801,255.0605941
1.3805,44.893,5.236,11.804,254.9440926
1.381,44.594,5.236,11.801,255.0605941
1.3815,44.594,5.236,11.804,254.9440926
1.382,44.594,5.236,11.804,254.9440926
1.3825,44.295,5.236,11.801,255.0605941
1.383,44.594,5.236,11.804,254.9440926
1.3835,44.594,5.233,11.801,254.7980207
1.384,44.594,5.236,11.804,254.9440926
1.3845,44.594,5.236,11.804,254.9440926
1.385,44.893,5.236,11.801,255.0605941
1.3855,44.893,5.233,11.801,254.7980207
1.386,44.295,5.236,11.799,255.1383209
1.3865,44.594,5.233,11.804,254.6816923
1.387,44.893,5.236,11.801,255.0605941
1.3875,44.594,5.236,11.804,254.9440926
1.388,44.594,5.236,11.804,254.9440926
1.3885,44.893,5.236,11.804,254.9440926
1.389,45.492,5.236,11.801,255.0605941
1.3895,44.893,5.236,11.804,254.9440926
1.39,44.594,5.233,11.801,254.7980207
1.3905,44.893,5.236,11.804,254.9440926
1.391,44.893,5.238,11.804,255.1191593
1.3915,44.893,5.236,11.801,255.0605941
1.392,44.893,5.233,11.801,254.7980207
1.3925,45.492,5.233,11.804,254.6816923
1.393,44.893,5.236,11.801,255.0605941
1.3935,45.492,5.233,11.801,254.7980207
1.394,44.893,5.233,11.804,254.6816923
1.3945,44.893,5.236,11.801,255.0605941
1.395,44.893,5.236,11.801,255.0605941
1.3955,45.492,5.233,11.804,254.6816923
1.396,45.492,5.236,11.804,254.9440926
1.3965,44.893,5.236,11.801,255.0605941
1.397,45.492,5.236,11.801,255.0605941
1.3975,45.492,5.236,11.804,254.9440926
1.398,45.492,5.236,11.801,255.0605941
1.3985,44.893,5.236,11.801,255.0605941
1.399,45.492,5.233,11.804,254.6816923
1.3995,45.492,5.236,11.804,254.9440926
1.4,45.492,5.236,11.801,255.0605941
1.4005,44.893,5.236,11.801,255.0605941
1.401,45.492,5.236,11.801,255.0605941
1.4015,45.492,5.236,11.804,254.9440926
1.402,45.492,5.236,11.804,254.9440926
1.4025,44.893,5.236,11.801,255.0605941
1.403,45.492,5.236,11.801,255.0605941
1.4035,45.791,5.236,11.804,254.9440926
1.404,45.492,5.236,11.804,254.9440926
1.4045,45.492,5.233,11.804,254.6816923
1.405,45.492,5.236,11.801,255.0605941
1.4055,45.791,5.236,11.801,255.0605941
1.406,45.492,5.238,11.804,255.1191593
1.4065,45.492,5.233,11.801,254.7980207
1.407,45.492,5.236,11.804,254.9440926
1.4075,45.791,5.236,11.801,255.0605941
1.408,45.791,5.236,11.801,255.0605941
1.4085,45.492,5.236,11.801,255.0605941
1.409,45.492,5.236,11.804,254.9440926
1.4095,46.09,5.233,11.801,254.7980207
1.41,45.791,5.236,11.801,255.0605941
1.4105,45.791,5.236,11.801,255.0605941
1.411,45.492,5.236,11.804,254.9440926
1.4115,45.791,5.233,11.801,254.7980207
1.412,46.09,5.236,11.801,255.0605941
1.4125,46.09,5.233,11.801,254.7980207
1.413,45.791,5.236,11.804,254.9440926
1.4135,45.791,5.236,11.804,254.9440926
1.414,46.39,5.236,11.801,255.0605941
1.4145,45.791,5.236,11.804,254.9440926
1.415,45.492,5.236,11.804,254.9440926
1.4155,46.09,5.236,11.801,255.0605941
1.416,46.39,5.233,11.804,254.6816923
1.4165,46.39,5.236,11.801,255.0605941
1.417,45.791,5.233,11.801,254.7980207
1.4175,45.791,5.233,11.801,254.7980207
1.418,46.09,5.236,11.804,254.9440926
1.4185,45.791,5.236,11.801,255.0605941
1.419,45.791,5.233,11.801,254.7980207
1.4195,46.09,5.236,11.804,254.9440926
1.42,46.09,5.236,11.801,255.0605941
1.4205,46.39,5.236,11.801,255.0605941
1.421,46.39,5.236,11.801,255.0605941
1.4215,45.791,5.236,11.804,254.9440926
1.422,46.39,5.236,11.804,254.9440926
1.4225,46.39,5.233,11.804,254.6816923
1.423,46.39,5.236,11.804,254.9440926
1.4235,45.791,5.236,11.804,254.9440926
1.424,46.09,5.236,11.801,255.0605941
1.4245,46.39,5.236,11.804,254.9440926
1.425,46.39,5.236,11.801,255.0605941
1.4255,45.791,5.236,11.801,255.0605941
1.426,46.39,5.236,11.801,255.0605941
1.4265,46.988,5.236,11.804,254.9440926
1.427,46.39,5.236,11.801,255.0605941
1.4275,46.39,5.236,11.804,254.9440926
1.428,46.39,5.236,11.804,254.9440926
1.4285,46.689,5.236,11.804,254.9440926
1.429,46.39,5.236,11.801,255.0605941
1.4295,46.09,5.233,11.804,254.6816923
1.43,46.689,5.236,11.806,254.866484
1.4305,46.39,5.236,11.801,255.0605941
1.431,46.39,5.236,11.801,255.0605941
1.4315,46.689,5.233,11.804,254.6816923
1.432,46.39,5.236,11.801,255.0605941
1.4325,46.689,5.236,11.801,255.0605941
1.433,46.39,5.236,11.804,254.9440926
1.4335,46.689,5.233,11.801,254.7980207
1.434,46.689,5.233,11.801,254.7980207
1.4345,46.689,5.236,11.804,254.9440926
1.435,46.689,5.236,11.801,255.0605941
1.4355,46.689,5.236,11.804,254.9440926
1.436,46.689,5.236,11.801,255.0605941
1.4365,46.689,5.236,11.804,254.9440926
1.437,46.988,5.236,11.801,255.0605941
1.4375,46.988,5.236,11.801,255.0605941
1.438,46.689,5.236,11.804,254.9440926
1.4385,46.988,5.233,11.801,254.7980207
1.439,47.288,5.233,11.804,254.6816923
1.4395,46.689,5.233,11.801,254.7980207
1.44,46.689,5.236,11.801,255.0605941
1.4405,46.689,5.236,11.804,254.9440926
1.441,47.288,5.236,11.801,255.0605941
1.4415,46.988,5.236,11.804,254.9440926
1.442,46.689,5.236,11.804,254.9440926
1.4425,46.689,5.233,11.801,254.7980207
1.443,47.288,5.236,11.804,254.9440926
1.4435,46.689,5.226,11.801,254.1862814
1.444,46.988,5.224,11.804,253.8959271
1.4445,46.988,5.221,11.804,253.6344828
1.445,47.288,5.197,11.804,251.5514757
1.4455,47.587,5.194,11.801,251.4062661
1.446,46.988,5.194,11.801,251.4062661
1.4465,47.288,5.194,11.804,251.2921634
1.447,47.288,5.194,11.801,251.4062661
1.4475,47.288,5.194,11.801,251.4062661
1.448,47.587,5.194,11.801,251.4062661
1.4485,46.988,5.194,11.801,251.4062661
1.449,47.288,5.194,11.804,251.2921634
1.4495,47.288,5.194,11.804,251.2921634
1.45,47.587,5.194,11.801,251.4062661
1.4505,47.288,5.194,11.801,251.4062661
1.451,47.288,5.192,11.804,251.1194192
1.4515,47.587,5.194,11.801,251.4062661
1.452,47.587,5.192,11.801,251.233409
1.4525,46.988,5.192,11.801,251.233409
1.453,47.288,5.192,11.801,251.233409
1.4535,47.587,5.194,11.804,251.2921634
1.454,47.587,5.192,11.804,251.1194192
1.4545,47.288,5.19,11.801,251.0606565
1.455,47.587,5.192,11.801,251.233409
1.4555,47.587,5.194,11.801,251.4062661
1.456,47.587,5.192,11.806,251.0434835
1.4565,47.587,5.192,11.801,251.233409
1.457,47.587,5.192,11.804,251.1194192
1.4575,47.587,5.192,11.804,251.1194192
1.458,47.587,5.192,11.801,251.233409
1.4585,47.587,5.192,11.801,251.233409
1.459,47.587,5.192,11.801,251.233409
1.4595,47.587,5.194,11.801,251.4062661
1.46,47.587,5.192,11.801,251.233409
1.4605,47.587,5.192,11.804,251.1194192
1.461,47.587,5.192,11.801,251.233409
1.4615,47.587,5.194,11.801,251.4062661
1.462,47.886,5.192,11.804,251.1194192
1.4625,47.587,5.192,11.801,251.233409
1.463,47.587,5.192,11.801,251.233409
1.4635,47.587,5.194,11.804,251.2921634
1.464,47.886,5.194,11.804,251.2921634
1.4645,47.587,5.194,11.801,251.4062661
1.465,47.587,5.192,11.801,251.233409
1.4655,47.587,5.194,11.801,251.4062661
1.466,48.185,5.192,11.801,251.233409
1.4665,47.886,5.192,11.804,251.1194192
1.467,47.587,5.192,11.804,251.1194192
1.4675,47.886,5.19,11.801,251.0606565
1.468,47.886,5.192,11.801,251.233409
1.4685,47.886,5.194,11.804,251.2921634
1.469,47.886,5.194,11.804,251.2921634
1.4695,47.886,5.192,11.801,251.233409
1.47,47.587,5.194,11.801,251.4062661
1.4705,48.185,5.194,11.804,251.2921634
1.471,47.886,5.192,11.801,251.233409
1.4715,47.886,5.192,11.801,251.233409
1.472,47.587,5.194,11.804,251.2921634
1.4725,47.886,5.192,11.804,251.1194192
1.473,47.886,5.192,11.804,251.1194192
1.4735,47.886,5.194,11.804,251.2921634
1.474,47.886,5.194,11.804,251.2921634
1.4745,48.185,5.194,11.801,251.4062661
1.475,47.886,5.192,11.804,251.1194192
1.4755,47.587,5.194,11.804,251.2921634
1.476,47.886,5.192,11.801,251.233409
1.4765,48.485,5.192,11.801,251.233409
1.477,47.886,5.194,11.804,251.2921634
1.4775,47.886,5.194,11.801,251.4062661
1.478,48.185,5.192,11.804,251.1194192
1.4785,48.784,5.194,11.804,251.2921634
1.479,48.185,5.194,11.804,251.2921634
1.4795,47.886,5.192,11.804,251.1194192
1.48,47.886,5.194,11.801,251.4062661
1.4805,48.185,5.194,11.804,251.2921634
1.481,48.485,5.192,11.801,251.233409
1.4815,47.886,5.192,11.801,251.233409
1.482,48.185,5.192,11.801,251.233409
1.4825,48.185,5.194,11.801,251.4062661
1.483,48.784,5.194,11.804,251.2921634
1.4835,48.185,5.192,11.801,251.233409
1.484,47.886,5.192,11.801,251.233409
1.4845,47.886,5.192,11.801,251.233409
1.485,48.784,5.194,11.804,251.2921634
1.4855,48.485,5.192,11.801,251.233409
1.486,47.886,5.192,11.801,251.233409
1.4865,48.185,5.192,11.804,251.1194192
1.487,48.784,5.194,11.801,251.4062661
1.4875,48.784,5.194,11.801,251.4062661
1.488,48.185,5.192,11.801,251.233409
1.4885,48.485,5.194,11.801,251.4062661
1.489,48.784,5.192,11.804,251.1194192
1.4895,48.784,5.192,11.801,251.233409
1.49,48.185,5.192,11.801,251.233409
1.4905,48.185,5.192,11.801,251.233409
1.491,48.784,5.192,11.804,251.1194192
1.4915,48.784,5.192,11.804,251.1194192
1.492,48.185,5.192,11.801,251.233409
1.4925,48.784,5.192,11.801,251.233409
1.493,48.784,5.192,11.801,251.233409
1.4935,48.784,5.192,11.801,251.233409
1.494,48.784,5.192,11.804,251.1194192
1.4945,48.485,5.192,11.801,251.233409
1.495,48.784,5.19,11.804,250.9467796
1.4955,48.784,5.185,11.804,250.5156368
1.496,48.485,5.185,11.804,250.5156368
1.4965,48.784,5.192,11.804,251.1194192
1.497,48.784,5.168,11.801,249.1672546
1.4975,49.083,5.148,11.801,247.4568465
1.498,49.083,5.143,11.801,247.0308501
1.4985,48.784,5.143,11.804,246.9195917
1.499,48.784,5.143,11.801,247.0308501
1.4995,49.083,5.138,11.801,246.605493
1.5,48.784,5.138,11.801,246.605493
1.5005,48.784,5.141,11.804,246.7494822
1.501,49.083,5.138,11.804,246.4945095
1.5015,49.083,5.138,11.801,246.605493
1.502,49.083,5.136,11.804,246.3246551
1.5025,48.784,5.136,11.801,246.4355289
1.503,49.083,5.136,11.804,246.3246551
1.5035,49.083,5.138,11.804,246.4945095
1.504,49.083,5.136,11.799,246.5095002
1.5045,48.784,5.136,11.801,246.4355289
1.505,49.083,5.136,11.801,246.4355289
1.5055,49.383,5.133,11.801,246.1807738
1.506,49.083,5.138,11.801,246.605493
1.5065,49.083,5.136,11.801,246.4355289
1.507,49.083,5.138,11.804,246.4945095
1.5075,49.083,5.138,11.804,246.4945095
1.508,49.083,5.138,11.804,246.4945095
1.5085,49.083,5.136,11.801,246.4355289
1.509,49.083,5.136,11.804,246.3246551
1.5095,49.083,5.136,11.801,246.4355289
1.51,49.682,5.136,11.801,246.4355289
1.5105,49.383,5.138,11.804,246.4945095
1.511,49.083,5.133,11.801,246.1807738
1.5115,49.383,5.136,11.804,246.3246551
1.512,49.981,5.133,11.804,246.0700645
1.5125,49.383,5.136,11.801,246.4355289
1.513,49.083,5.136,11.804,246.3246551
1.5135,49.083,5.138,11.804,246.4945095
1.514,49.981,5.136,11.801,246.4355289
1.5145,49.682,5.136,11.801,246.4355289
1.515,49.383,5.133,11.804,246.0700645
1.5155,49.383,5.136,11.801,246.4355289
1.516,49.682,5.136,11.801,246.4355289
1.5165,49.682,5.136,11.804,246.3246551
1.517,49.383,5.133,11.804,246.0700645
1.5175,49.682,5.136,11.804,246.3246551
1.518,49.981,5.136,11.804,246.3246551
1.5185,49.682,5.136,11.801,246.4355289
1.519,49.383,5.136,11.801,246.4355289
1.5195,49.981,5.136,11.801,246.4355289
1.52,49.981,5.136,11.804,246.3246551
1.5205,49.981,5.136,11.804,246.3246551
1.521,49.682,5.136,11.801,246.4355289
1.5215,49.682,5.136,11.804,246.3246551
1.522,49.981,5.136,11.801,246.4355289
1.5225,49.981,5.136,11.801,246.4355289
1.523,49.981,5.133,11.801,246.1807738
1.5235,49.682,5.133,11.801,246.1807738
1.524,49.981,5.133,11.804,246.0700645
1.5245,49.981,5.136,11.801,246.4355289
1.525,49.981,5.136,11.801,246.4355289
1.5255,49.682,5.136,11.801,246.4355289
1.526,49.981,5.136,11.804,246.3246551
1.5265,50.28,5.136,11.801,246.4355289
1.527,49.981,5.136,11.804,246.3246551
1.5275,49.682,5.136,11.801,246.4355289
1.528,49.981,5.136,11.804,246.3246551
1.5285,50.28,5.136,11.804,246.3246551
1.529,49.981,5.138,11.801,246.605493
1.5295,49.682,5.136,11.804,246.3246551
1.53,49.981,5.136,11.801,246.4355289
1.5305,50.28,5.138,11.801,246.605493
1.531,50.28,5.136,11.801,246.4355289
1.5315,50.28,5.136,11.804,246.3246551
1.532,49.981,5.136,11.801,246.4355289
1.5325,50.28,5.138,11.801,246.605493
1.533,50.28,5.136,11.804,246.3246551
1.5335,50.28,5.136,11.801,246.4355289
1.534,50.28,5.133,11.801,246.1807738
1.5345,50.28,5.136,11.801,246.4355289
1.535,50.28,5.136,11.801,246.4355289
1.5355,50.28,5.138,11.801,246.605493
1.536,49.981,5.133,11.804,246.0700645
1.5365,50.28,5.136,11.801,246.4355289
1.537,50.58,5.136,11.801,246.4355289
1.5375,50.28,5.136,11.801,246.4355289
1.538,49.981,5.136,11.801,246.4355289
1.5385,50.28,5.136,11.801,246.4355289
1.539,50.58,5.138,11.801,246.605493
1.5395,50.28,5.138,11.804,246.4945095
1.54,50.28,5.136,11.804,246.3246551
1.5405,50.28,5.136,11.804,246.3246551
1.541,51.178,5.136,11.804,246.3246551
1.5415,50.28,5.136,11.801,246.4355289
1.542,50.28,5.136,11.804,246.3246551
1.5425,50.58,5.136,11.801,246.4355289
1.543,50.58,5.136,11.801,246.4355289
1.5435,50.58,5.136,11.801,246.4355289
1.544,50.28,5.136,11.801,246.4355289
1.5445,50.58,5.136,11.804,246.3246551
1.545,50.58,5.136,11.801,246.4355289
1.5455,50.28,5.136,11.801,246.4355289
1.546,50.28,5.136,11.801,246.4355289
1.5465,50.28,5.138,11.801,246.605493
1.547,50.58,5.136,11.801,246.4355289
1.5475,50.58,5.136,11.801,246.4355289
1.548,50.879,5.136,11.801,246.4355289
1.5485,50.28,5.133,11.801,246.1807738
1.549,50.879,5.136,11.804,246.3246551
1.5495,50.879,5.136,11.804,246.3246551
1.55,50.58,5.136,11.801,246.4355289
1.5505,50.58,5.133,11.804,246.0700645
1.551,50.879,5.133,11.804,246.0700645
1.5515,51.178,5.138,11.801,246.605493
1.552,50.879,5.136,11.801,246.4355289
1.5525,50.28,5.136,11.804,246.3246551
1.553,50.58,5.136,11.804,246.3246551
1.5535,51.178,5.136,11.801,246.4355289
1.554,50.879,5.136,11.801,246.4355289
1.5545,50.58,5.133,11.804,246.0700645
1.555,50.879,5.133,11.804,246.0700645
1.5555,51.178,5.136,11.801,246.4355289
1.556,51.178,5.136,11.804,246.3246551
1.5565,50.58,5.136,11.801,246.4355289
1.557,50.58,5.136,11.804,246.3246551
1.5575,51.178,5.136,11.804,246.3246551
1.558,51.178,5.136,11.801,246.4355289
1.5585,51.178,5.136,11.804,246.3246551
1.559,50.879,5.133,11.801,246.1807738
1.5595,50.879,5.136,11.804,246.3246551
1.56,51.178,5.136,11.801,246.4355289
1.5605,50.879,5.136,11.801,246.4355289
1.561,51.178,5.136,11.804,246.3246551
1.5615,51.178,5.136,11.801,246.4355289
1.562,51.478,5.138,11.801,246.605493
1.5625,51.178,5.136,11.801,246.4355289
1.563,51.178,5.136,11.804,246.3246551
1.5635,51.178,5.138,11.804,246.4945095
1.564,51.478,5.136,11.804,246.3246551
1.5645,51.178,5.136,11.801,246.4355289
1.565,51.178,5.136,11.801,246.4355289
1.5655,51.178,5.136,11.804,246.3246551
1.566,51.478,5.136,11.801,246.4355289
1.5665,51.478,5.136,11.801,246.4355289
1.567,51.178,5.133,11.804,246.0700645
1.5675,51.478,5.136,11.804,246.3246551
1.568,51.478,5.133,11.801,246.1807738
1.5685,51.478,5.136,11.801,246.4355289
1.569,51.178,5.133,11.801,246.1807738
1.5695,51.178,5.136,11.804,246.3246551
1.57,51.478,5.138,11.804,246.4945095
1.5705,51.478,5.136,11.801,246.4355289
1.571,51.178,5.136,11.801,246.4355289
1.5715,51.478,5.136,11.801,246.4355289
1.572,51.478,5.136,11.801,246.4355289
1.5725,51.777,5.136,11.801,246.4355289
1.573,51.478,5.136,11.801,246.4355289
1.5735,51.478,5.136,11.801,246.4355289
1.574,51.478,5.136,11.801,246.4355289
1.5745,51.478,5.138,11.801,246.605493
1.575,51.478,5.136,11.804,246.3246551
1.5755,51.178,5.136,11.801,246.4355289
1.576,51.478,5.136,11.801,246.4355289
1.5765,52.076,5.136,11.801,246.4355289
1.577,51.478,5.136,11.801,246.4355289
1.5775,51.478,5.133,11.801,246.1807738
1.578,51.478,5.136,11.801,246.4355289
1.5785,52.076,5.136,11.804,246.3246551
1.579,51.777,5.136,11.804,246.3246551
1.5795,51.478,5.133,11.801,246.1807738
1.58,52.675,5.136,11.801,246.4355289
1.5805,52.076,5.136,11.804,246.3246551
1.581,51.777,5.136,11.804,246.3246551
1.5815,51.478,5.136,11.801,246.4355289
1.582,51.478,5.128,11.804,245.6462552
1.5825,51.777,5.124,11.804,245.3076647
1.583,52.076,5.119,11.804,244.8849963
1.5835,51.777,5.119,11.801,244.9949416
1.584,51.777,5.116,11.801,244.7414809
1.5845,51.478,5.111,11.801,244.3195516
1.585,52.076,5.104,11.801,243.7299089
1.5855,51.777,5.104,11.804,243.6207761
1.586,51.478,5.104,11.801,243.7299089
1.5865,52.076,5.104,11.804,243.6207761
1.587,52.076,5.104,11.804,243.6207761
1.5875,52.076,5.104,11.801,243.7299089
1.588,51.777,5.099,11.801,243.3094897
1.5885,52.076,5.104,11.804,243.6207761
1.589,52.375,5.107,11.804,243.8731671
1.5895,52.375,5.104,11.804,243.6207761
1.59,51.777,5.104,11.804,243.6207761
1.5905,52.076,5.099,11.801,243.3094897
1.591,52.675,5.104,11.804,243.6207761
1.5915,52.076,5.104,11.804,243.6207761
1.592,52.076,5.104,11.804,243.6207761
1.5925,52.675,5.104,11.804,243.6207761
1.593,52.375,5.104,11.804,243.6207761
1.5935,52.375,5.104,11.801,243.7299089
1.594,52.076,5.104,11.804,243.6207761
1.5945,52.076,5.104,11.801,243.7299089
1.595,52.375,5.104,11.804,243.6207761
1.5955,52.675,5.104,11.804,243.6207761
1.596,52.375,5.104,11.801,243.7299089
1.5965,52.375,5.104,11.801,243.7299089
1.597,52.076,5.104,11.804,243.6207761
1.5975,52.375,5.099,11.801,243.3094897
1.598,52.675,5.104,11.801,243.7299089
1.5985,52.375,5.099,11.801,243.3094897
1.599,52.675,5.099,11.804,243.2006264
1.5995,52.675,5.104,11.801,243.7299089
1.6,52.675,5.104,11.801,243.7299089
1.6005,52.375,5.099,11.801,243.3094897
1.601,52.375,5.104,11.804,243.6207761
1.6015,52.675,5.104,11.804,243.6207761
1.602,52.375,5.099,11.804,243.2006264
1.6025,52.076,5.104,11.804,243.6207761
1.603,52.375,5.104,11.801,243.7299089
1.6035,52.974,5.104,11.804,243.6207761
1.604,52.375,5.104,11.801,243.7299089
1.6045,52.675,5.104,11.804,243.6207761
1.605,52.675,5.104,11.804,243.6207761
1.6055,52.675,5.099,11.804,243.2006264
1.606,52.375,5.099,11.801,243.3094897
1.6065,52.675,5.099,11.801,243.3094897
1.607,52.675,5.104,11.801,243.7299089
1.6075,52.974,5.099,11.804,243.2006264
1.608,52.675,5.104,11.801,243.7299089
1.6085,52.675,5.097,11.801,243.1414976
1.609,52.675,5.097,11.801,243.1414976
1.6095,52.675,5.104,11.801,243.7299089
1.61,52.974,5.104,11.801,243.7299089
1.6105,52.675,5.099,11.804,243.2006264
1.611,52.675,5.104,11.801,243.7299089
1.6115,52.675,5.104,11.801,243.7299089
1.612,52.675,5.099,11.801,243.3094897
1.6125,52.974,5.104,11.801,243.7299089
1.613,52.675,5.104,11.804,243.6207761
1.6135,52.675,5.104,11.801,243.7299089
1.614,53.273,5.104,11.804,243.6207761
1.6145,52.675,5.104,11.801,243.7299089
